circID	seqnames	start	end	width	strand	type	gene_id	SameGflag	OverGflag	OverGeneID	OverGeneName	circAtlas	circBank	circBase	circPedia	Ntools
cRNA_1876	chr8	57017593	57022445	4853	+	JNC-JNC	ENSMUSG00000038206.14	TRUE	1	NA	NA	mmu-Fbxo8_0003	mmu_Fbxo8_0005000		MMU_CIRCpedia_23566	3
cRNA_1877	chr8	68194413	68210917	16505	-	JNC-JNC	ENSMUSG00000030465.20	TRUE	1	NA	NA	mmu-Psd3_0015	mmu_Psd3_0036000		MMU_CIRCpedia_26854	3
cRNA_1878	chr8	78037360	78078301	40942	-	JNC-JNC	ENSMUSG00000037148.9	TRUE	1	NA	NA	mmu-Arhgap10_0011	mmu_Arhgap10_0026000		MMU_CIRCpedia_29607	3
cRNA_1879	chr8	78037360	78085263	47904	-	JNC-JNC	ENSMUSG00000037148.9	TRUE	1	NA	NA	mmu-Arhgap10_0024	mmu_Arhgap10_0027000		MMU_CIRCpedia_29608	3
cRNA_1880	chr8	79242215	79257787	15573	+	JNC-JNC	ENSMUSG00000031684.12	TRUE	1	NA	NA	mmu-Slc10a7_0003	mmu_Slc10a7_0001000		MMU_CIRCpedia_29929	3
cRNA_1881	chr8	79786879	79803167	16289	+	JNC-JNC	ENSMUSG00000071064.16	TRUE	1	NA	NA	mmu-Zfp827_0012	mmu_Zfp827_0004000		MMU_CIRCpedia_30054	3
cRNA_1882	chr8	95558401	95559328	928	-	JNC-JNC	ENSMUSG00000031781.15	TRUE	1	NA	NA	mmu-Ciapin1_0001	mmu_Ciapin1_0009000		MMU_CIRCpedia_34960	3
cRNA_1883	chr8	111547339	111548222	884	-	JNC-JNC	ENSMUSG00000033732.11	TRUE	1	NA	NA	mmu-Sf3b3_0007	mmu_Sf3b3_0015000		MMU_CIRCpedia_3001	3
cRNA_1884	chr8	121280323	121280541	219	+	FULLEX	ENSMUSG00000031822.21	TRUE	NA	NA	NA	mmu-Gse1_0001	mmu_Gse1_0026000	mm9_circ_010490	MMU_CIRCpedia_5158	4
cRNA_1885	chr8	128142051	128153234	11184	+	JNC-JNC	ENSMUSG00000025812.19	TRUE	1	NA	NA	mmu-Pard3_0006	mmu_Pard3_0082000	mm9_circ_016007	MMU_CIRCpedia_6923	4
cRNA_1886	chr13	51832870	51833989	1120	+	JNC-JNC	ENSMUSG00000035139.15	TRUE	1	NA	NA	mmu-Secisbp2_0001	mmu_Secisbp2_0029000		MMU_CIRCpedia_215458	3
cRNA_1887	chr13	55225216	55241094	15879	-	JNC-JNC	ENSMUSG00000025878.17	TRUE	1	NA	NA	mmu-Uimc1_0007	mmu_Uimc1_0051000		MMU_CIRCpedia_23070	3
cRNA_1888	chr12	3287285	3288112	828	+	JNC-JNC	ENSMUSG00000079179.11	TRUE	1	NA	NA	mmu-Rab10os_0001	mmu_Rab10os_0002000	mm9_circ_008147	MMU_CIRCpedia_16510	4
cRNA_1889	chr12	69206069	69206368	300	+	FULLEX	ENSMUSG00000118866.1	TRUE	NA	NA	NA				MMU_CIRCpedia_38833	1
cRNA_1890	chr12	76335655	76337891	2237	+	JNC-JNC	ENSMUSG00000021048.8	TRUE	1	NA	NA	mmu-Mthfd1_0006	mmu_Mthfd1_0011000		MMU_CIRCpedia_29303	3
cRNA_1891	chr11	51620279	51625488	5210	-	JNC-JNC	ENSMUSG00000036391.17	TRUE	1	NA	NA	mmu-Sec24a_0011	mmu_Sec24a_0071000		MMU_CIRCpedia_22174	3
cRNA_1892	chr11	106312532	106314314	1783	-	JNC-JNC	ENSMUSG00000020715.10	TRUE	1	NA	NA	mmu-Ern1_0005	mmu_Ern1_0016000		MMU_CIRCpedia_1765	3
cRNA_1893	chr11	109487929	109496793	8865	-	JNC-JNC	ENSMUSG00000041895.16	TRUE	1	NA	NA	mmu-Wipi1_0003	mmu_Wipi1_0011000		MMU_CIRCpedia_2613	3
cRNA_1894	chr11	116071769	116074450	2682	-	JNC-JNC	ENSMUSG00000020777.17	TRUE	1	NA	NA	mmu-Acox1_0003	mmu_Acox1_0027000		MMU_CIRCpedia_3975	3
cRNA_1895	chr10	60159068	60161927	2860	-	JNC-JNC	ENSMUSG00000012819.17	TRUE	1	NA	NA	mmu-Cdh23_0001	mmu_Cdh23_0003000		MMU_CIRCpedia_228233	3
cRNA_1896	chr17	13144155	13147525	3371	-	JNC-JNC	ENSMUSG00000062480.13	TRUE	1	NA	NA	mmu-Acat3_0001	mmu_Acat3_0008000		MMU_CIRCpedia_39053	3
cRNA_1897	chr17	71762600	71772664	10065	-	JNC-JNC	ENSMUSG00000024054.15	TRUE	1	NA	NA	mmu-Smchd1_0001	mmu_Smchd1_0125000		MMU_CIRCpedia_27828	3
cRNA_1898	chr17	81340061	81351616	11556	-	JNC-JNC	ENSMUSG00000024246.10	TRUE	1	NA	NA	mmu-Thumpd2_0003	mmu_Thumpd2_0005000		MMU_CIRCpedia_30698	3
cRNA_1899	chr14	34461188	34466861	5674	+	JNC-JNC	ENSMUSG00000041408.19	TRUE	1	NA	NA	mmu-Wapal_0025	mmu_Wapl_0080000		MMU_CIRCpedia_17466	3
cRNA_1900	chr14	87089508	87104078	14571	-	JNC-JNC	ENSMUSG00000022021.15	TRUE	1	NA	NA	mmu-Diap3_0012	mmu_Diaph3_0041000		MMU_CIRCpedia_32651	3
cRNA_1901	chr19	28643153	28643636	484	-	FULLEX	ENSMUSG00000052942.14	TRUE	NA	NA	NA	mmu-Glis3_0005	mmu_Glis3_0034000		MMU_CIRCpedia_15265	3
cRNA_1902	chr19	36653232	36654199	968	-	JNC-JNC	ENSMUSG00000087579.9	TRUE	1	NA	NA	mmu-1500017E21Rik_0002,mmu-1500017E21Rik_0004	mmu_Hectd2os_0006000,mmu_Hectd2os_0005000			2
cRNA_1903	chr7	89809656	89814824	5169	+	JNC-JNC	ENSMUSG00000039361.12	TRUE	1	NA	NA	mmu-Picalm_0006	mmu_Picalm_0024000		MMU_CIRCpedia_33651	3
cRNA_1904	chr7	101794764	101825612	30849	-	JNC-JNC	ENSMUSG00000063550.9	TRUE	1	NA	NA	mmu-Nup98_0031	mmu_Nup98_0036000		MMU_CIRCpedia_658	3
cRNA_1905	chr7	115963663	115967424	3762	-	JNC-JNC	ENSMUSG00000030660.10	TRUE	1	NA	NA	mmu-Pik3c2a_0017	mmu_Pik3c2a_0059000		MMU_CIRCpedia_4056	3
cRNA_1906	chr7	130065861	130117898	52038	-	JNC-JNC	ENSMUSG00000030850.18	TRUE	1	NA	NA	mmu-Ate1_0009	mmu_Ate1_0015000		MMU_CIRCpedia_7515	3
cRNA_1907	chr6	23107139	23122736	15598	-	JNC-JNC	ENSMUSG00000029695.14	TRUE	1	NA	NA	mmu-Aass_0001	mmu_Aass_0010000		MMU_CIRCpedia_13680	3
cRNA_1908	chr6	85233325	85246945	13621	-	JNC-JNC	ENSMUSG00000033720.13	TRUE	1	NA	NA	mmu-Sfxn5_0003	mmu_Sfxn5_0020000		MMU_CIRCpedia_32021	3
cRNA_1909	chr6	85324762	85325973	1212	-	JNC-JNC	ENSMUSG00000051343.12	TRUE	1	NA	NA	mmu-Rab11fip5_0002	mmu_Rab11fip5_0014000		MMU_CIRCpedia_32040	3
cRNA_1910	chr6	119801347	119802780	1434	-	JNC-JNC	ENSMUSG00000030172.16	TRUE	1	NA	NA	mmu-Erc1_0029	mmu_Erc1_0127000		MMU_CIRCpedia_4953	3
cRNA_1911	chr6	140489446	140501796	12351	+	JNC-JNC	ENSMUSG00000030231.12	TRUE	1	NA	NA	mmu-Plekha5_0025	mmu_Plekha5_0047000		MMU_CIRCpedia_8971	3
cRNA_1912	chr6	146272751	146277680	4930	-	JNC-JNC	ENSMUSG00000030287.16	TRUE	1	NA	NA	mmu-Itpr2_0032	mmu_Itpr2_0098000		MMU_CIRCpedia_9661	3
cRNA_1913	chr5	8959102	8960743	1642	+	JNC-JNC	ENSMUSG00000042476.13	TRUE	1	NA	NA	mmu-Abcb4_0006	mmu_Abcb4_0014000			2
cRNA_1914	chr5	23751978	23770263	18286	-	JNC-JNC	ENSMUSG00000062604.12	TRUE	1	NA	NA	mmu-Srpk2_0016	mmu_Srpk2_0052000			2
cRNA_1915	chr5	52964299	52965702	1404	+	JNC-JNC	ENSMUSG00000029179.15	TRUE	1	NA	NA	mmu-Zcchc4_0007	mmu_Zcchc4_0029000		MMU_CIRCpedia_22445	3
cRNA_1916	chr5	129894758	129898367	3610	-	JNC-JNC	ENSMUSG00000025537.13	TRUE	1	NA	NA	mmu-Phkg1_0001	mmu_Phkg1_0001000		MMU_CIRCpedia_218872	3
cRNA_1917	chr4	72075700	72089007	13308	-	JNC-JNC	ENSMUSG00000008305.19	TRUE	1	NA	NA	mmu-Tle1_0004	mmu_Tle1_0026000			2
cRNA_1918	chr4	108940286	108948896	8611	-	JNC-JNC	ENSMUSG00000028559.18	TRUE	1	NA	NA	mmu-Osbpl9_0005	mmu_Osbpl9_0024000			2
cRNA_1919	chr4	124575986	124577648	1663	-	JNC-JNC	ENSMUSG00000028907.8	TRUE	1	NA	NA	mmu-Utp11l_0001	mmu_Utp11_0002000		MMU_CIRCpedia_6363	3
cRNA_1920	chr3	14610556	14624451	13896	+	JNC-JNC	ENSMUSG00000027550.15	TRUE	1	NA	NA	mmu-Lrrcc1_0003	mmu_Lrrcc1_0012000		MMU_CIRCpedia_9596	3
cRNA_1921	chr3	94431493	94438696	7204	-	JNC-JNC	ENSMUSG00000028136.16	TRUE	1	NA	NA				MMU_CIRCpedia_34884	1
cRNA_1922	chr3	98198203	98198657	455	+	FULLEX	ENSMUSG00000027875.13	TRUE	NA	NA	NA	mmu-Hmgcs2_0001	mmu_Hmgcs2_0001000		MMU_CIRCpedia_39801	3
cRNA_1923	chr2	5928680	5937353	8674	-	JNC-JNC	ENSMUSG00000025815.14	TRUE	1	NA	NA	mmu-Dhtkd1_0001	mmu_Dhtkd1_0026000		MMU_CIRCpedia_24432	3
cRNA_1924	chr2	29804746	29812383	7638	+	JNC-JNC	ENSMUSG00000026790.20	TRUE	1	NA	NA	mmu-Odf2_0026	mmu_Odf2_0053000		MMU_CIRCpedia_15655	3
cRNA_1925	chr2	31073592	31078825	5234	+	JNC-JNC	ENSMUSG00000000194.14	TRUE	1	NA	NA	mmu-Gpr107_0001	mmu_Gpr107_0019000		MMU_CIRCpedia_16080	3
cRNA_1926	chr2	71337129	71342512	5384	+	JNC-JNC	ENSMUSG00000041921.17	TRUE	1	NA	NA	mmu-Metap1d_0003	mmu_Metap1d_0008000		MMU_CIRCpedia_27837	3
cRNA_1927	chr2	104486034	104491059	5026	+	JNC-JNC	ENSMUSG00000027176.9	TRUE	1	NA	NA	mmu-Cstf3_0010	mmu_Cstf3_0037000		MMU_CIRCpedia_1298	3
cRNA_1928	chr2	130554180	130555423	1244	-	JNC-JNC	ENSMUSG00000027309.19	TRUE	1	NA	NA	mmu-4930402H24Rik_0021	mmu_4930402H24Rik_0006000		MMU_CIRCpedia_7556	3
cRNA_1929	chr1	7190418	7217963	27546	+	JNC-JNC	ENSMUSG00000051285.18	TRUE	1	NA	NA	mmu-Pcmtd1_0003	mmu_Pcmtd1_0009000		MMU_CIRCpedia_27729	3
cRNA_1930	chr1	82433444	82434616	1173	-	JNC-JNC	ENSMUSG00000067158.10	TRUE	1	NA	NA	mmu-Col4a4_0001	mmu_Col4a4_0002000			2
cRNA_1931	chr1	84771246	84792690	21445	-	JNC-JNC	ENSMUSG00000026219.15	TRUE	1	NA	NA	mmu-Trip12_0002	mmu_Trip12_0162000		MMU_CIRCpedia_213410	3
cRNA_1932	chr1	105933745	105947635	13891	+	JNC-JNC	ENSMUSG00000038866.16	TRUE	1	NA	NA	mmu-Zcchc2_0001	mmu_Zcchc2_0019000		MMU_CIRCpedia_1657	3
cRNA_1933	chr9	77682361	77686917	4557	+	JNC-JNC	ENSMUSG00000032350.10	TRUE	1	NA	NA	mmu-Gclc_0004	mmu_Gclc_0005000		MMU_CIRCpedia_29764	3
cRNA_1934	chr9	96464796	96493552	28757	-	JNC-JNC	ENSMUSG00000032413.13	TRUE	1	NA	NA	mmu-Rasa2_0028	mmu_Rasa2_0056000	mm9_circ_006733	MMU_CIRCpedia_35400	4
cRNA_1935	chr8	35340182	35342462	2281	-	JNC-JNC	ENSMUSG00000031529.6	TRUE	1	NA	NA	mmu-Tnks_0004	mmu_Tnks_0036000			2
cRNA_1936	chr8	106612720	106617049	4330	+	JNC-JNC	ENSMUSG00000036270.17	TRUE	1	NA	NA	mmu-Edc4_0007	mmu_Edc4_0002000		MMU_CIRCpedia_1628	3
cRNA_1937	chr12	13440926	13443533	2608	+	JNC-JNC	ENSMUSG00000020576.11	TRUE	1	NA	NA	mmu-Nbas_0066,mmu-Nbas_0169	mmu_Nbas_0139000,mmu_Nbas_0145000		MMU_CIRCpedia_8022	3
cRNA_1938	chr12	25044811	25047329	2519	+	JNC-JNC	ENSMUSG00000036333.12	TRUE	1	NA	NA	mmu-Kidins220_0013	mmu_Kidins220_0017000		MMU_CIRCpedia_14344	3
cRNA_1939	chr10	40342634	40345951	3318	+	JNC-JNC	ENSMUSG00000038481.14	TRUE	1	NA	NA	mmu-Cdk19_0009	mmu_Cdk19_0039000	mm9_circ_010538	MMU_CIRCpedia_19359	4
cRNA_1940	chr15	91381596	91400697	19102	-	JNC-JNC	ENSMUSG00000036298.11	TRUE	1	NA	NA	mmu-Slc2a13_0005	mmu_Slc2a13_0025000	mm9_circ_011334	MMU_CIRCpedia_34100	4
cRNA_1941	chr15	95762106	95818259	56154	+	JNC-JNC	ENSMUSG00000064210.8	TRUE	1	NA	NA	mmu-Ano6_0011	mmu_Ano6_0015000		MMU_CIRCpedia_35188	3
cRNA_1942	chr5	100623548	100628180	4633	-	JNC-JNC	ENSMUSG00000118665.1	TRUE	1	NA	NA	mmu-Lin54_0003	mmu_Lin54_0032000		MMU_CIRCpedia_160	3
cRNA_1943	chr4	100265010	100269337	4328	+	JNC-JNC	ENSMUSG00000035305.6	TRUE	1	NA	NA	mmu-Ror1_0001,mmu-Ror1_0024	mmu_Ror1_0019000,mmu_Ror1_0023000		MMU_CIRCpedia_127	3
cRNA_1944	chr3	86439392	86450018	10627	+	JNC-JNC	ENSMUSG00000028080.17	TRUE	1	NA	NA	mmu-Lrba_0001	mmu_Lrba_0135000	mm9_circ_009780	MMU_CIRCpedia_32476	4
cRNA_1945	chr2	29802581	29812383	9803	+	JNC-JNC	ENSMUSG00000026790.20	TRUE	1	NA	NA	mmu-Odf2_0028	mmu_Odf2_0045000		MMU_CIRCpedia_15653	3
cRNA_1946	chr2	76677732	76682481	4750	-	JNC-JNC	ENSMUSG00000051747.16	TRUE	1	NA	NA	mmu-Ttn_0141	mmu_Ttn_0479000			2
cRNA_1947	chr2	76692456	76692771	316	-	JNC-JNC	ENSMUSG00000051747.16	TRUE	1	NA	NA	mmu-Ttn_0002	mmu_Ttn_0661000			2
cRNA_1948	chr2	119232811	119243108	10298	-	JNC-JNC	ENSMUSG00000034154.16	TRUE	1	NA	NA	mmu-Ino80_0023	mmu_Ino80_0019000		MMU_CIRCpedia_4736	3
cRNA_1949	chr2	156106201	156109462	3262	+	JNC-JNC	ENSMUSG00000038116.17	TRUE	1	NA	NA	mmu-Phf20_0005	mmu_Phf20_0033000		MMU_CIRCpedia_10725	3
cRNA_1950	chr1	162181089	162183078	1990	-	JNC-JNC	ENSMUSG00000040265.17	TRUE	1	NA	NA	mmu-Dnm3_0014	mmu_Dnm3_0057000	mm9_circ_013588	MMU_CIRCpedia_11275	4
cRNA_1951	chr9	24385070	24397025	11956	-	JNC-JNC	ENSMUSG00000043067.16	TRUE	1	NA	NA	mmu-Dpy19l1_0008	mmu_Dpy19l1_0039000	mm9_circ_006204	MMU_CIRCpedia_14115	4
cRNA_1952	chr8	86672681	86697626	24946	+	JNC-JNC	ENSMUSG00000036879.16	TRUE	1	NA	NA	mmu-Phkb_0027	mmu_Phkb_0092000		MMU_CIRCpedia_32223	3
cRNA_1953	chr13	97278435	97286921	8487	+	JNC-JNC	ENSMUSG00000021666.17	TRUE	1	NA	NA	mmu-Gfm2_0002	mmu_Gfm2_0002000	mm9_circ_009616	MMU_CIRCpedia_35510	4
cRNA_1954	chr12	65023469	65043819	20351	+	JNC-JNC	ENSMUSG00000035614.12	TRUE	1	NA	NA	mmu-Fam179b_0016	mmu_Togaram1_0010000		MMU_CIRCpedia_25979	3
cRNA_1955	chr12	78390126	78459207	69082	+	JNC-JNC	ENSMUSG00000047454.13	TRUE	1	NA	NA	mmu-Gphn_0059	mmu_Gphn_0024000		MMU_CIRCpedia_29870	3
cRNA_1956	chr17	88316022	88323140	7119	-	JNC-JNC	ENSMUSG00000005371.16	TRUE	1	NA	NA	mmu-Fbxo11_0011	mmu_Fbxo11_0026000		MMU_CIRCpedia_32981	3
cRNA_1957	chr16	4989725	4991030	1306	+	JNC-JNC	ENSMUSG00000091712.3	TRUE	1	NA	NA	mmu-Sec14l5_0001	mmu_Sec14l5_0002000		MMU_CIRCpedia_22162	3
cRNA_1958	chr16	43818089	43860521	42433	-	JNC-JNC	ENSMUSG00000036292.15	TRUE	1	NA	NA	mmu-intergenic_000371	mmu_Gramd1c_0004000			2
cRNA_1959	chr14	73601982	73605867	3886	-	JNC-JNC	ENSMUSG00000022108.9	TRUE	1	NA	NA	mmu-Itm2b_0002	mmu_Itm2b_0010000		MMU_CIRCpedia_28404	3
cRNA_1960	chr19	23040704	23041807	1104	-	JNC-JNC	ENSMUSG00000097930.4	TRUE	1	NA	NA	mmu-C330002G04Rik_0001	mmu_C330002G04Rik_0010000		MMU_CIRCpedia_212826	3
cRNA_1961	chr6	38044672	38055893	11222	-	JNC-JNC	ENSMUSG00000038600.13	TRUE	1	NA	NA	mmu-Atp6v0a4_0003	mmu_Atp6v0a4_0005000			2
cRNA_1962	chr6	87881070	87882249	1180	+	JNC-JNC	ENSMUSG00000030058.18	TRUE	1	NA	NA	mmu-Copg1_0001	mmu_Copg1_0014000		MMU_CIRCpedia_32952	3
cRNA_1963	chr5	32635410	32645049	9640	+	JNC-JNC	ENSMUSG00000014956.16	TRUE	1	NA	NA	mmu-Ppp1cb_0006	mmu_Ppp1cb_0007000		MMU_CIRCpedia_16531	3
cRNA_1964	chr5	35998625	36006913	8289	+	JNC-JNC	ENSMUSG00000029095.18	TRUE	1	NA	NA	mmu-Ablim2_0006,mmu-Ablim2_0009	mmu_Ablim2_0015000,mmu_Ablim2_0018000		MMU_CIRCpedia_17917	3
cRNA_1965	chr5	66520061	66557624	37564	-	JNC-JNC	ENSMUSG00000029207.17	TRUE	1	NA	NA	mmu-Apbb2_0009,mmu-Apbb2_0016	mmu_Apbb2_0016000,mmu_Apbb2_0024000		MMU_CIRCpedia_218818,MMU_CIRCpedia_26488	3
cRNA_1966	chr5	103649233	103649778	546	+	FULLEX	ENSMUSG00000034573.15	TRUE	NA	NA	NA	mmu-Ptpn13_0002	mmu_Ptpn13_0010000	mm9_circ_012843	MMU_CIRCpedia_978	4
cRNA_1967	chr4	133875321	133876072	752	-	JNC-JNC	ENSMUSG00000037443.14	TRUE	1	NA	NA	mmu-Cep85_0005	mmu_Cep85_0012000		MMU_CIRCpedia_39739	3
cRNA_1968	chr2	18127056	18151683	24628	+	JNC-JNC	ENSMUSG00000026743.17	TRUE	1	NA	NA	mmu-Mllt10_0053	mmu_Mllt10_0097000		MMU_CIRCpedia_12371	3
cRNA_1969	chr2	18289434	18321811	32378	-	JNC-JNC	ENSMUSG00000026740.13	TRUE	1	NA	NA	mmu-Dnajc1_0006	mmu_Dnajc1_0022000		MMU_CIRCpedia_12463	3
cRNA_1970	chr2	76677732	76678986	1255	-	JNC-JNC	ENSMUSG00000051747.16	TRUE	1	NA	NA	mmu-Ttn_1037	mmu_Ttn_0475000			2
cRNA_1971	chr9	66937025	66938310	1286	-	FULLIN	ENSMUSG00000032366.16	TRUE	NA	NA	NA	NA	NA	NA	NA	0
cRNA_1972	chrY	1102765	1158634	55870	-	JNC-JNC	ENSMUSG00000068457.15	TRUE	1	NA	NA	mmu-Uty_0017	mmu_Uty_0023000		MMU_CIRCpedia_2837	3
cRNA_1973	chr10	53853119	53906890	53772	-	JNC-JNC	ENSMUSG00000003746.17	TRUE	1	NA	NA	mmu-Man1a_0001	mmu_Man1a_0016000		MMU_CIRCpedia_22786	3
cRNA_1974	chr10	75080913	75097791	16879	+	JNC-JNC	ENSMUSG00000033444.15	TRUE	1	NA	NA	mmu-Specc1l_0007	mmu_Specc1l_0021000		MMU_CIRCpedia_29013	3
cRNA_1975	chr10	89608449	89630486	22038	+	JNC-JNC	ENSMUSG00000019951.11	TRUE	1	NA	NA	mmu-Uhrf1bp1l_0002	mmu_Uhrf1bp1l_0008000		MMU_CIRCpedia_33515	3
cRNA_1976	chr10	102972968	102982154	9187	-	JNC-JNC	ENSMUSG00000019892.14	TRUE	1	NA	NA	mmu-Lrriq1_0001	mmu_Lrriq1_0007000		MMU_CIRCpedia_874	3
cRNA_1977	chr14	87694470	87712276	17807	+	JNC-JNC	ENSMUSG00000022019.17	TRUE	1	NA	NA	mmu-Tdrd3_0011	mmu_Tdrd3_0009000		MMU_CIRCpedia_32842	3
cRNA_1978	chr19	32200909	32329423	128515	-	JNC-JNC	ENSMUSG00000040451.19	TRUE	1	NA	NA	mmu-Sgms1_0006	mmu_Sgms1_0035000		MMU_CIRCpedia_16446	3
cRNA_1979	chr7	86963272	86988225	24954	+	JNC-JNC	ENSMUSG00000030562.18	TRUE	1	NA	NA	mmu-Nox4_0015	mmu_Nox4_0038000		MMU_CIRCpedia_32786	3
cRNA_1980	chr2	145700361	145703094	2734	+	JNC-JNC	ENSMUSG00000001768.17	TRUE	1	NA	NA	mmu-Rin2_0002	mmu_Rin2_0024000		MMU_CIRCpedia_9619	3
cRNA_1981	chr9	71628878	71633364	4487	-	JNC-JNC	ENSMUSG00000032232.15	TRUE	1	NA	NA	mmu-Cgnl1_0006	mmu_Cgnl1_0031000		MMU_CIRCpedia_219181	3
cRNA_1982	chr10	19760524	19770548	10025	-	JNC-JNC	ENSMUSG00000020003.17	TRUE	1	NA	NA	mmu-Pex7_0001	mmu_Pex7_0006000		MMU_CIRCpedia_12786	3
cRNA_1983	chr17	14052630	14080238	27609	+	JNC-JNC	ENSMUSG00000068036.17	TRUE	1	NA	NA	mmu-Mllt4_0008	mmu_Afdn_0063000		MMU_CIRCpedia_8669	3
cRNA_1984	chr18	12817894	12831116	13223	+	JNC-JNC	ENSMUSG00000024424.16	TRUE	1	NA	NA	mmu-Ttc39c_0004	mmu_Ttc39c_0003000		MMU_CIRCpedia_6723	3
cRNA_1985	chr3	118690743	118737984	47242	+	JNC-JNC	ENSMUSG00000033308.17	TRUE	1	NA	NA	mmu-Dpyd_0045	mmu_Dpyd_0042000		MMU_CIRCpedia_4631	3
cRNA_1986	chr2	76684494	76686710	2217	-	JNC-JNC	ENSMUSG00000051747.16	TRUE	1	NA	NA	mmu-Ttn_0176	mmu_Ttn_0573000			2
cRNA_1987	chr3	129529451	129533690	4240	-	JNC-JNC	ENSMUSG00000028017.8	TRUE	1	NA	NA	mmu-Egf_0004	mmu_Egf_0029000			2
cRNA_1988	chr5	123755399	123755885	487	-	JNC-JNC	ENSMUSG00000049550.18	TRUE	1	NA	NA	mmu-Clip1_0020	mmu_Clip1_0050000		MMU_CIRCpedia_6162	3
cRNA_1989	chr1	189885613	189894510	8898	-	JNC-JNC	ENSMUSG00000010175.14	TRUE	1	NA	NA	mmu-Prox1_0002	mmu_Prox1_0009000		MMU_CIRCpedia_12625	3
cRNA_1990	chr9	32081386	32119561	38176	+	JNC-JNC	ENSMUSG00000041444.15	TRUE	1	NA	NA	mmu-Arhgap32_0006	mmu_Arhgap32_0031000	mm9_circ_007027	MMU_CIRCpedia_16398	4
cRNA_1991	chr13	17819366	17847187	27822	-	JNC-JNC	ENSMUSG00000055137.8	TRUE	1	NA	NA	mmu-Sugct_0002	mmu_Sugct_0050000		MMU_CIRCpedia_12017	3
cRNA_1992	chr11	117039972	117041564	1593	+	JNC-JNC	ENSMUSG00000020823.17	TRUE	1	NA	NA	mmu-Sec14l1_0006	mmu_Sec14l1_0013000			2
cRNA_1993	chr14	79576974	79578535	1562	-	FULLEX	ENSMUSG00000022020.16	TRUE	NA	NA	NA	mmu-Naa16_0026	mmu_Naa16_0005000		MMU_CIRCpedia_30106	3
cRNA_1994	chr5	36676617	36729381	52765	-	JNC-JNC	ENSMUSG00000029192.18	TRUE	1	NA	NA	mmu-Tbc1d14_0004	mmu_Tbc1d14_0035000		MMU_CIRCpedia_18121	3
cRNA_1995	chr14	59743714	59776654	32941	+	JNC-JNC	ENSMUSG00000021981.11	TRUE	1	NA	NA	mmu-Cab39l_0005	mmu_Cab39l_0029000		MMU_CIRCpedia_24547	3
cRNA_1996	chr7	122847161	122859865	12705	+	JNC-JNC	ENSMUSG00000030769.16	TRUE	1	NA	NA	NA	NA	NA	NA	0
cRNA_1997	chr2	15637993	15651911	13919	+	JNC-JNC	ENSMUSG00000075520.6	TRUE	1	NA	NA	mmu-intergenic_028223	mmu_Malrd1_0007000			2
cRNA_1998	chr1	192662654	192669190	6537	-	JNC-JNC	ENSMUSG00000016200.15	TRUE	1	NA	NA	mmu-Syt14_0010	mmu_Syt14_0037000		MMU_CIRCpedia_12720	3
cRNA_1999	chr16	38827496	38831734	4239	+	JNC-JNC	ENSMUSG00000022790.15	TRUE	1	NA	NA	mmu-Igsf11_0001	mmu_Igsf11_0004000		MMU_CIRCpedia_19015	3
cRNA_2000	chr4	137810204	137832747	22544	+	JNC-JNC	ENSMUSG00000028760.17	TRUE	1	NA	NA	mmu-Eif4g3_0009	mmu_Eif4g3_0031000		MMU_CIRCpedia_8599	3
cRNA_2001	chr2	104560529	104560919	391	-	FULLEX	ENSMUSG00000027173.8	TRUE	NA	NA	NA	mmu-Depdc7_0001	mmu_Depdc7_0003000		MMU_CIRCpedia_1333	3
cRNA_2002	chr1	36230610	36236716	6107	-	JNC-JNC	ENSMUSG00000037470.15	TRUE	1	NA	NA	mmu-Uggt1_0018	mmu_Uggt1_0050000		MMU_CIRCpedia_18055	3
cRNA_2003	chr13	58178227	58181156	2930	-	JNC-JNC	ENSMUSG00000014164.16	TRUE	1	NA	NA	mmu-Klhl3_0002	mmu_Klhl3_0012000		MMU_CIRCpedia_24054	3
cRNA_2004	chr10	33051765	33076218	24454	+	JNC-JNC	ENSMUSG00000019787.10	TRUE	1	NA	NA	mmu-Trdn_0014	mmu_Trdn_0017000			2
cRNA_2005	chr3	118575485	118604916	29432	+	JNC-JNC	ENSMUSG00000033308.17	TRUE	1	NA	NA	mmu-Dpyd_0003	mmu_Dpyd_0014000		MMU_CIRCpedia_4610	3
cRNA_2006	chr16	33054793	33056778	1986	+	JNC-JNC	ENSMUSG00000022807.10	TRUE	1	NA	NA	mmu-Osbpl11_0012	mmu_Osbpl11_0041000		MMU_CIRCpedia_16812	3
cRNA_2007	chr3	141562110	141586277	24168	-	JNC-JNC	ENSMUSG00000052430.16	TRUE	1	NA	NA	mmu-Bmpr1b_0008,mmu-Bmpr1b_0029	mmu_Bmpr1b_0006000,mmu_Bmpr1b_0004000		MMU_CIRCpedia_9133	3
cRNA_2008	chr11	101261532	101265531	4000	+	JNC-JNC	ENSMUSG00000078650.3	TRUE	1	NA	NA	mmu-G6pc_0001	mmu_G6pc_0002000		MMU_CIRCpedia_38938	3
cRNA_2009	chr19	28261052	28294813	33762	-	JNC-JNC	ENSMUSG00000052942.14	TRUE	1	NA	NA	mmu-Glis3_0012	mmu_Glis3_0003000		MMU_CIRCpedia_15149	3
