Sex	Tissue	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Chr	start	end	width	strand	gene_id.y	gene_type	gene_name	mgi_id
Male	Pancreas	ENSMUSG00000091199	56.44491428951245	4.70140528453287	0.597932011548166	7.86277568976444	3.757134643324177e-15	7.894992263838539e-12	chr1	85286380	85305006	18627	-	ENSMUSG00000091199.11	lncRNA	Gm2619	MGI:3780787
Female	Pancreas	ENSMUSG00000076498	107.59332448185724	2.893966329318052	0.41054037780978436	7.049163701649131	1.7999629432059038e-12	1.6618157873148508e-9	chr6	41523664	41525286	1623	+	ENSMUSG00000076498.3	TR_C_gene	Trbc2	MGI:4835227
Female	Pancreas	ENSMUSG00000073902	150.76159193113386	2.2740290295638257	0.3258309717249749	6.979167810613388	2.969336357883148e-12	2.3838606890570576e-9	chr7	106195950	106203242	7293	-	ENSMUSG00000073902.6	unprocessed_pseudogene	Gvin3	MGI:3584360
Female	Pancreas	ENSMUSG00000076490	79.47479334669042	3.690105725496692	0.5608862514371906	6.579062539046598	4.734236290319041e-11	3.1220597535978956e-8	chr6	41515152	41516815	1664	+	ENSMUSG00000076490.7	TR_C_gene	Trbc1	MGI:4439726
Female	Pancreas	ENSMUSG00000096780	33.1352217422734	8.181463681433021	1.2902285122865167	6.341096637938963	2.2813537579290478e-10	1.203577061147425e-7	chr17	6708801	6734421	25621	-	ENSMUSG00000096780.9	transcribed_unprocessed_pseudogene	Tmem181b-ps	MGI:3779544
Male	Pancreas	ENSMUSG00000121342	29.328492540694842	2.0865591686366813	0.32768592936056623	6.367558023343611	1.9206140303879391e-10	1.2525052600929898e-7	chr1	85177334	85180892	3559	+	ENSMUSG00000121342.1	lncRNA	ENSMUSG00000121342	NA
Female	Pancreas	ENSMUSG00000085786	97.8159694703611	3.411006922066641	0.5464948848710591	6.2416081403423185	4.3309485105556016e-10	1.9564390237587303e-7	chr6	128913346	128952034	38689	-	ENSMUSG00000085786.3	lncRNA	Gm15987	MGI:3801849
Male	Pancreas	ENSMUSG00000083443	143.86780656794517	2.0788300185895165	0.3681574376892818	5.64657889743358	1.636720710284103e-8	3.2929427737120166e-6	chr6	112540603	112542168	1566	+	ENSMUSG00000083443.2	processed_pseudogene	Gm15519	MGI:3782965
Male	Pancreas	ENSMUSG00000072109	86.95803808937544	2.207692130887221	0.39178123130011044	5.6350124878649295	1.7504565224575e-8	3.4683890231677576e-6	chr1	85083667	85091756	8090	+	ENSMUSG00000072109.13	lncRNA	A530040E14Rik	MGI:3612703
Female	Pancreas	ENSMUSG00000120754	40.41441973447773	4.111848094505154	0.7380995780280003	5.570858210610125	2.534875645268955e-8	7.549432062885686e-6	chr12	113389913	113390546	634	-	ENSMUSG00000120754.1	lncRNA	ENSMUSG00000120754	NA
Female	Pancreas	ENSMUSG00000093851	19.410685390416308	7.438549275346915	1.4622997673515155	5.086883990154392	3.639943292299175e-7	6.654609197257849e-5	chrX	148114745	148115940	1196	+	ENSMUSG00000093851.2	unprocessed_pseudogene	Gm15089	MGI:3705836
Male	Pancreas	ENSMUSG00000076490	73.40950408920624	2.2069962274198054	0.4545721321159346	4.855106750927992	1.20321907511418e-6	1.0486303755096485e-4	chr6	41515152	41516815	1664	+	ENSMUSG00000076490.7	TR_C_gene	Trbc1	MGI:4439726
Male	Pancreas	ENSMUSG00000053541	84.26155741634113	2.1219210303261136	0.43790658175820163	4.84560205011436	1.2622830742800803e-6	1.0851044318538581e-4	chr7	106017055	106023676	6622	-	ENSMUSG00000053541.4	unprocessed_pseudogene	Gvin-ps6	MGI:3647753
Female	Pancreas	ENSMUSG00000120432	39.58165040606514	2.8544698657130723	0.5759160518615783	4.956399212153137	7.181159146656492e-7	1.1631588038860714e-4	chr16	19059954	19061435	1482	+	ENSMUSG00000120432.1	lncRNA	ENSMUSG00000120432	NA
Female	Pancreas	ENSMUSG00000087340	37.06928848675948	3.240641790930407	0.6601964230478885	4.908602467080227	9.172769953774552e-7	1.4353830270885347e-4	chrX	165947093	165954274	7182	+	ENSMUSG00000087340.2	lncRNA	Gm15228	MGI:3705118
Female	Pancreas	ENSMUSG00000053541	87.42073041411389	2.2441026076291792	0.4596037576923418	4.882689860711232	1.0464839701864124e-6	1.5798918635142887e-4	chr7	106017055	106023676	6622	-	ENSMUSG00000053541.4	unprocessed_pseudogene	Gvin-ps6	MGI:3647753
Male	Pancreas	ENSMUSG00000076498	110.08367200283233	2.5460013457658857	0.538346713606336	4.729296717928215	2.252989109076447e-6	1.6908146837640384e-4	chr6	41523664	41525286	1623	+	ENSMUSG00000076498.3	TR_C_gene	Trbc2	MGI:4835227
Male	Pancreas	ENSMUSG00000104876	24.873731130004064	2.5480308531497293	0.5432512126668856	4.690336245438163	2.7275644647926913e-6	1.919152836813977e-4	chr14	54380308	54386325	6018	+	ENSMUSG00000104876.2	TR_C_gene	Trdc	MGI:98612
Female	Pancreas	ENSMUSG00000073060	14.809955278123693	6.97064400990479	1.4486518562284307	4.8118145018312966	1.4956614269900775e-6	2.1244144807209064e-4	chrX	93839169	93841789	2621	-	ENSMUSG00000073060.5	unprocessed_pseudogene	Zxda	MGI:1921689
Male	Pancreas	ENSMUSG00000121463	43.105988083984755	2.594812751896936	0.5716640222733286	4.539052049450619	5.650768767865489e-6	3.2781392312230715e-4	chr4	42070757	42072779	2023	-	ENSMUSG00000121463.1	lncRNA	Ccl19-ps2	NA
Male	Skin	ENSMUSG00000087291	44.05447345278843	2.081973850705714	0.506045380515177	4.114203845880721	3.885179988842192e-5	0.00591675767929004	chr11	3480157	3486856	6700	+	ENSMUSG00000087291.2	lncRNA	Gm11946	MGI:3650071
Female	Skin	ENSMUSG00000106417	18.846212088837934	2.70362490089964	0.7574779455642338	3.569245701121702	3.5801054324759705e-4	0.025735411401252933	chr3	129078918	129079681	764	+	ENSMUSG00000106417.2	processed_pseudogene	Gm42628	MGI:5662765
Female	Skin	ENSMUSG00000117239	22.40495076622021	2.2544798450596857	0.6926863199516224	3.254690875398174	0.001135158501352225	0.05783058378569094	chr17	13561503	13566142	4640	-	ENSMUSG00000117239.2	transcribed_processed_pseudogene	Gpr31c	MGI:1354371
Female	Skin	ENSMUSG00000101693	23.485833341880554	2.082869112394703	0.7004938624042141	2.97342949622134	0.00294492053376249	0.10652265890014774	chr1	133178136	133197546	19411	-	ENSMUSG00000101693.2	lncRNA	Gm19461	MGI:5011646
Male	Skin	ENSMUSG00000064032	17.322529399054382	2.1072054371248874	1.3482355993701207	1.5629356160817502	0.1180677393363496	0.332507400966097	chr19	10175732	10179748	4017	+	ENSMUSG00000064032.3	lncRNA	Gm10143	MGI:3704492
Female	Skin	ENSMUSG00000100005	10.391004354269716	2.1364343015850094	1.0719757371040362	1.9929875533905546	0.04626281002360727	NA	chr7	70014658	70139720	125063	+	ENSMUSG00000100005.9	lncRNA	B130024G19Rik	MGI:3604353
Female	Skin	ENSMUSG00000115667	13.209115725633367	2.076728811925277	0.7562541586987914	2.746072584246664	0.006031341806076193	NA	chr15	10600379	10611737	11359	+	ENSMUSG00000115667.2	lncRNA	Gm10389	MGI:3641773
Female	Skin	ENSMUSG00000121378	14.037508479225544	2.0540539300464657	2.1105414683243597	0.9732355231462276	0.33043625940732857	NA	chr17	3128013	3134458	6446	-	ENSMUSG00000121378.1	lncRNA	ENSMUSG00000121378	NA
Female	Small_intestine	ENSMUSG00000089652	30.42528745986513	5.251086004221563	0.7764428770525771	6.763003640596195	1.3515983981652248e-11	6.602558175037123e-8	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Male	Small_intestine	ENSMUSG00000089652	32.399660596984965	4.337069146779101	0.7345351732967896	5.904508462560314	3.536997167465646e-9	8.1627999629828e-7	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Male	Small_intestine	ENSMUSG00000107198	30.940759979560045	2.4406667536471094	0.4416768128830145	5.525910988434797	3.277802941889278e-8	5.157697424584186e-6	chr5	91399459	91431280	31822	-	ENSMUSG00000107198.3	lncRNA	Gm19619	MGI:5011804
Male	Small_intestine	ENSMUSG00000106092	15.640353444786207	2.5761006692906365	0.537077911234729	4.796512043044637	1.6145225492445415e-6	1.2702439624652934e-4	chr3	129331790	129333460	1671	+	ENSMUSG00000106092.2	TEC	Gm43072	MGI:5663209
Male	Small_intestine	ENSMUSG00000110613	19.843059051306465	2.174961793922393	0.477843790222469	4.551616738411101	5.323524606121917e-6	3.444618935559355e-4	chr8	109279883	109311320	31438	-	ENSMUSG00000110613.3	lncRNA	Lncbate1	MGI:1924437
Female	Small_intestine	ENSMUSG00000112522	22.35118309940948	3.398322912534591	0.7028701782012253	4.834922604386954	1.3319744808885993e-6	6.731064143938767e-4	chr10	100152886	100156132	3247	-	ENSMUSG00000112522.2	processed_pseudogene	Gm47632	MGI:6096703
Female	Small_intestine	ENSMUSG00000113924	61.914689829942766	2.34049562274751	0.49262852123221856	4.751035561021104	2.0237753411181342e-6	8.987402310329168e-4	chr13	16560504	16564344	3841	-	ENSMUSG00000113924.2	processed_pseudogene	Gm48493	MGI:6098018
Male	Small_intestine	ENSMUSG00000110496	26.493897621651982	2.2467303457741092	0.5259665080072058	4.27162245422541	1.9405591837614478e-5	9.771244733652643e-4	chr8	93916956	93917986	1031	-	ENSMUSG00000110496.2	TEC	Gm45909	MGI:5805024
Female	Small_intestine	ENSMUSG00000097884	14.331748274100583	2.8277633674531693	0.628972813271651	4.495843552830746	6.929467407884293e-6	0.0026038806375011363	chr10	49095518	49101749	6232	-	ENSMUSG00000097884.2	lncRNA	Gm26543	MGI:5477037
Female	Small_intestine	ENSMUSG00000112689	17.65284513796754	2.8885433505742255	0.6512770633335023	4.435198954788119	9.1987295525049e-6	0.0029305952519991154	chr10	78530805	78534642	3838	-	ENSMUSG00000112689.2	processed_pseudogene	Gm47476	MGI:6096448
Female	Small_intestine	ENSMUSG00000105549	81.8905034869107	2.0593423129711135	0.48521111608958745	4.244219154680052	2.193558972511814e-5	0.005639755568800112	chr5	11510391	11514238	3848	+	ENSMUSG00000105549.2	processed_pseudogene	Gm43540	MGI:5663677
Male	Small_intestine	ENSMUSG00000100826	102.99357025809914	2.0505066365071185	0.5985870257009919	3.4255781506553973	6.134924124780608e-4	0.013399100056125723	chr7	58957672	59625507	667836	-	ENSMUSG00000100826.7	lncRNA	Snhg14	MGI:1289201
Female	Small_intestine	ENSMUSG00000105707	15.638693292830435	2.623939865475945	0.6830187376513236	3.8416806462715942	1.221947553285222e-4	0.01779307574234351	chr5	62814142	62817450	3309	-	ENSMUSG00000105707.2	TEC	Gm43753	MGI:5663890
Female	Small_intestine	ENSMUSG00000112944	7.8181639767429445	3.114679905274513	0.8254506115301389	3.7733086168545285	1.6109680716459737e-4	0.021330131901231193	chr13	32279262	32283158	3897	-	ENSMUSG00000112944.2	TEC	Gm48885	MGI:6098643
Female	Small_intestine	ENSMUSG00000121249	27.4433808464286	3.1048266462626004	0.8308968795126326	3.7367171821414886	1.86438421021199e-4	0.023154703898861623	chr11	7101315	7102400	1086	-	ENSMUSG00000121249.1	lncRNA	ENSMUSG00000121249	NA
Female	Small_intestine	ENSMUSG00000072844	38.91516221209986	2.1614022006422755	0.5819453651322901	3.7140981441633047	2.0392964480503068e-4	0.024496630693587904	chrX	168758039	168761913	3875	-	ENSMUSG00000072844.7	lncRNA	G530011O06Rik	MGI:3603513
Female	Small_intestine	ENSMUSG00000106507	42.19304519212504	2.2542420942781236	0.6128549147230727	3.678263876364172	2.3482694629181774e-4	0.02753111118325271	chr5	86831709	86834499	2791	-	ENSMUSG00000106507.2	lncRNA	Gm43056	MGI:5663193
Female	Small_intestine	ENSMUSG00000112844	27.318385895938725	3.009215159120582	0.8368553716744691	3.5958604807655408	3.233210606568018e-4	0.033178958156685076	chr12	43797557	43801397	3841	+	ENSMUSG00000112844.2	processed_pseudogene	Gm47036	MGI:6095735
Female	Small_intestine	ENSMUSG00000114290	25.920488967114252	2.2120797268355634	0.6176381157902092	3.581514272326632	3.4160847227309257e-4	0.033826163251095755	chr13	116938631	116974714	36084	-	ENSMUSG00000114290.2	lncRNA	4930435F18Rik	MGI:1921930
Female	Small_intestine	ENSMUSG00000086539	29.524851303648557	3.1654905690843025	0.8993742173035468	3.5196590119904685	4.3210193364076713e-4	0.039826753695002784	chr9	63305883	63475973	170091	+	ENSMUSG00000086539.9	lncRNA	Gm16759	MGI:4439683
Female	Spleen	ENSMUSG00000095492	37.48551314513563	8.537652051040348	1.5795468698882387	5.40512739051829	6.476234791378296e-8	1.4616142342497326e-4	chrX	3601516	3602383	868	+	ENSMUSG00000095492.2	processed_pseudogene	Gm14361	MGI:3650344
Male	Spleen	ENSMUSG00000070343	35.93031194608868	8.279079438898687	1.7016388947427679	4.865356254183538	1.1425082308804463e-6	7.456197537919911e-4	chr3	146544566	146545102	537	-	ENSMUSG00000070343.4	processed_pseudogene	Gm10288	MGI:3704227
Female	Spleen	ENSMUSG00000109405	19.29391951508018	7.560505260604083	1.689760213653838	4.474306590670454	7.665968004593873e-6	0.00819532326891109	chr7	21635559	21655853	20295	+	ENSMUSG00000109405.2	unprocessed_pseudogene	Gm16443	MGI:3645113
Male	Spleen	ENSMUSG00000056023	33.56678851100397	2.421521884703497	0.7735150608442268	3.1305426452338354	0.0017448366368259033	0.05839952067561512	chr3	81825315	81831770	6456	-	ENSMUSG00000056023.4	lncRNA	Gm9989	MGI:3642361
Female	Spleen	ENSMUSG00000089652	37.73456202954524	3.6784394587979894	0.9727190272638413	3.781605330724394	1.5582026544100894e-4	0.08115439055481471	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Male	Spleen	ENSMUSG00000089652	41.09855520182389	2.5381042659640594	1.0637235739605664	2.386056234999028	0.01703014671194054	0.20502821924058975	chr1	85304450	85320336	15887	+	ENSMUSG00000089652.2	lncRNA	Gm16025	MGI:3802144
Male	Spleen	ENSMUSG00000115774	25.17702540727238	2.3045556539472725	0.9925734509470424	2.3217986051797284	0.02024378240395703	0.22569846933994092	chr14	118446790	118450557	3768	+	ENSMUSG00000115774.2	lncRNA	4933431J24Rik	MGI:1918548
Female	Spleen	ENSMUSG00000110682	16.98204795807747	3.5378842287382155	1.142551613235235	3.09647650728039	0.0019583537921956835	0.44512039728927283	chr8	123486784	123489760	2977	-	ENSMUSG00000110682.2	lncRNA	A530010L16Rik	MGI:3037766
Female	Spleen	ENSMUSG00000073510	15.249850262384511	3.8784365911581813	1.3224611976462748	2.932741314498337	0.0033598370645531108	0.5969734170736947	chr5	95110877	95113553	2677	+	ENSMUSG00000073510.3	unprocessed_pseudogene	Gm7647	MGI:3779753
Male	Spleen	ENSMUSG00000048949	25.53429671989792	2.813095977151168	2.3896224557784045	1.1772135679210547	0.23911027455785622	0.6878195512239693	chrX	102206716	102209013	2298	-	ENSMUSG00000048949.9	processed_pseudogene	Gm6206	MGI:3644890
Female	Spleen	ENSMUSG00000101847	5.478839273783155	5.821641779258163	2.159471962200361	2.69586356348257	0.0070206416449671944	0.9570689469300244	chr7	38302500	38305991	3492	-	ENSMUSG00000101847.2	processed_pseudogene	Gm20749	MGI:5434105
Female	Spleen	ENSMUSG00000019836	8.964216955844888	3.516343670898105	1.53878473653845	2.285143326030282	0.022304425049357184	0.9997734780152863	chr4	51253025	51254027	1003	-	ENSMUSG00000019836.6	processed_pseudogene	Amd-ps4	MGI:3650439
Female	Spleen	ENSMUSG00000043770	16.656976211780247	2.6222480214993125	1.2074762176798535	2.171676744522489	0.029880053830470824	0.9997734780152863	chr4	43664043	43664339	297	+	ENSMUSG00000043770.11	processed_pseudogene	Gm12481	MGI:3650743
Female	Spleen	ENSMUSG00000045178	20.842192681545228	2.017411978076715	0.9624130692778322	2.096201768737954	0.03606429612314727	0.9997734780152863	chr16	66689391	66707729	18339	+	ENSMUSG00000045178.11	lncRNA	4933411O13Rik	MGI:1918385
Female	Spleen	ENSMUSG00000053830	13.0303554218887	2.0959860826596786	1.2440652601565627	1.684787888374846	0.092029502492676	0.9997734780152863	chr10	72145151	72146986	1836	+	ENSMUSG00000053830.5	processed_pseudogene	Gm9923	MGI:3704365
Female	Spleen	ENSMUSG00000075029	9.116282561705681	2.0437187219756043	1.3107108598071218	1.5592445173425578	0.11893851799292209	0.9997734780152863	chr13	23939805	23941603	1799	-	ENSMUSG00000075029.8	lncRNA	4930558J22Rik	MGI:3590517
Female	Spleen	ENSMUSG00000079407	14.59910811448641	2.904582897974671	1.1432421952053238	2.540654036525493	0.011064534305775366	0.9997734780152863	chr14	19163941	19207433	43493	-	ENSMUSG00000079407.10	lncRNA	1700110I01Rik	MGI:1920799
Female	Spleen	ENSMUSG00000083642	6.344839339644623	2.353319133466705	1.5805941312027578	1.488882621420301	0.13651828059586887	0.9997734780152863	chr4	147830274	147831018	745	-	ENSMUSG00000083642.2	processed_pseudogene	Gm13148	MGI:3651741
Female	Spleen	ENSMUSG00000085101	6.9957186893520955	2.461005507777657	1.6147760277080876	1.524053779316166	0.12749527746316744	0.9997734780152863	chr4	145136815	145176326	39512	+	ENSMUSG00000085101.9	lncRNA	Platr16	MGI:3651931
Female	Spleen	ENSMUSG00000085655	7.035834100263328	4.661017857976216	1.9355976192056952	2.4080510389803758	0.016037938716092773	0.9997734780152863	chr3	35987194	36044989	57796	+	ENSMUSG00000085655.6	lncRNA	Gm15952	MGI:3802149
Female	Spleen	ENSMUSG00000085910	5.165247628621972	2.6836338047439057	1.849624786894258	1.450907137360572	0.14680572019786287	0.9997734780152863	chr4	42736593	42738094	1502	+	ENSMUSG00000085910.2	lncRNA	Gm12395	MGI:3650610
Female	Spleen	ENSMUSG00000086757	20.036025909358866	2.548113923643992	1.0328488428847478	2.4670734165970574	0.013622242458336972	0.9997734780152863	chrX	34392668	34442681	50014	+	ENSMUSG00000086757.2	lncRNA	Gm2309	MGI:3780480
Female	Spleen	ENSMUSG00000087354	9.200115531846636	2.7146414476042122	1.3006505315551393	2.0871413048656633	0.0368753632982039	0.9997734780152863	chr16	90808132	90813631	5500	+	ENSMUSG00000087354.3	lncRNA	4930404I05Rik	MGI:1914644
Female	Spleen	ENSMUSG00000087519	16.608207238800627	2.420855747731199	1.0985581488966154	2.2036664605899023	0.02754780953957528	0.9997734780152863	chr2	120681107	120697170	16064	+	ENSMUSG00000087519.10	lncRNA	AV039307	MGI:2139243
Female	Spleen	ENSMUSG00000089875	212.40354842197084	2.1575809728799697	1.4473409038365894	1.4907206499593058	0.1360348522079028	0.9997734780152863	chr13	59917311	59923221	5911	+	ENSMUSG00000089875.4	lncRNA	Etohd2	MGI:1261417
Female	Spleen	ENSMUSG00000096277	6.582389660692964	3.1666135813210996	1.7582892118121782	1.800962867796609	0.071708732795791	0.9997734780152863	chr7	38601459	38606571	5113	-	ENSMUSG00000096277.3	unprocessed_pseudogene	Gm21142	MGI:5434497
Female	Spleen	ENSMUSG00000096956	5.0658538166824565	3.006902021310357	1.846850004855391	1.6281246519236403	0.10349845733773286	0.9997734780152863	chr15	32240711	32244848	4138	-	ENSMUSG00000096956.4	lncRNA	Snhg18	MGI:1914085
Female	Spleen	ENSMUSG00000098060	7.104754927492547	2.3856154510233383	1.593105437930644	1.4974623739418786	0.1342729889223417	0.9997734780152863	chr18	69389359	69390193	835	+	ENSMUSG00000098060.2	processed_pseudogene	Gm4842	MGI:3647064
Female	Spleen	ENSMUSG00000102227	5.926336406863393	2.1340598549751215	1.7055234626963478	1.2512638504552023	0.21083822969091567	0.9997734780152863	chr7	39440678	39443675	2998	+	ENSMUSG00000102227.2	TEC	Gm37302	MGI:5610530
Female	Spleen	ENSMUSG00000102614	8.344840850695245	2.1020943705634916	1.3542947963218932	1.5521689784768684	0.12062179664896015	0.9997734780152863	chr3	50826308	50828946	2639	-	ENSMUSG00000102614.2	TEC	Gm37843	MGI:5611071
Female	Spleen	ENSMUSG00000102653	9.803009979073218	2.264283633716273	1.3048272696135825	1.7353129310263635	0.08268539258401897	0.9997734780152863	chr1	5008799	5010933	2135	-	ENSMUSG00000102653.2	TEC	Gm37079	MGI:5610307
Female	Spleen	ENSMUSG00000104556	6.302311314412634	2.768847493237804	1.63104633791918	1.6975897182480926	0.08958522473276342	0.9997734780152863	chr3	133866126	133897737	31612	+	ENSMUSG00000104556.2	lncRNA	Gm43192	MGI:5663329
Female	Spleen	ENSMUSG00000104715	5.685019840866493	2.4061792217345452	1.7495207195811353	1.3753362248322643	0.1690272308500946	0.9997734780152863	chr5	89670719	89672859	2141	+	ENSMUSG00000104715.2	TEC	Gm43515	MGI:5663652
Female	Spleen	ENSMUSG00000104913	6.0742096180181555	2.068262045677846	1.6897027302142102	1.2240390032486037	0.22093751438008277	0.9997734780152863	chr5	22929576	22931166	1591	-	ENSMUSG00000104913.2	processed_pseudogene	Gm6560	MGI:3646204
Female	Spleen	ENSMUSG00000105896	4.8965941386661544	3.2250580914250286	1.9661844166686924	1.6402622582520752	0.10095064936348631	0.9997734780152863	chr5	65567994	65570370	2377	-	ENSMUSG00000105896.2	TEC	Gm43311	MGI:5663448
Female	Spleen	ENSMUSG00000107449	7.544674306501064	2.661157946310148	1.4840246290963086	1.7932033566927055	0.07294041356370977	0.9997734780152863	chr6	59013874	59016307	2434	+	ENSMUSG00000107449.2	processed_pseudogene	Gm19165	MGI:5011350
Female	Spleen	ENSMUSG00000110440	13.000870013922798	2.2640186266915245	1.2597906845377802	1.7971387266783907	0.07231359901085602	0.9997734780152863	chr8	123596913	123628196	31284	+	ENSMUSG00000110440.2	lncRNA	Gm45894	MGI:5805009
Female	Spleen	ENSMUSG00000110697	13.176346338492076	2.27268727621945	1.1122658075555432	2.04329510156767	0.04102323421811326	0.9997734780152863	chr8	127539378	127634965	95588	-	ENSMUSG00000110697.3	lncRNA	Gm31718	MGI:5590877
Female	Spleen	ENSMUSG00000110745	6.771975215114521	2.3281041461633554	1.62243524043585	1.4349442665815955	0.1513029800691722	0.9997734780152863	chr9	27522896	27523418	523	+	ENSMUSG00000110745.2	processed_pseudogene	Gm8106	MGI:3645535
Female	Spleen	ENSMUSG00000114441	14.990808020009638	2.05104060564132	1.0324808117357276	1.9865169234411901	0.04697595559848883	0.9997734780152863	chr14	59281444	59298512	17069	-	ENSMUSG00000114441.2	lncRNA	Gm33472	MGI:5592631
Female	Spleen	ENSMUSG00000114626	11.36332126236923	2.1127011594015146	1.2330675520747985	1.7133701684442322	0.0866444608340272	0.9997734780152863	chr14	9699213	9700355	1143	+	ENSMUSG00000114626.2	TEC	Gm48266	MGI:6097688
Female	Spleen	ENSMUSG00000115247	7.626702610814612	2.0748029076498686	1.431865284086032	1.4490210292193986	0.147331709928896	0.9997734780152863	chr14	105436762	105438535	1774	-	ENSMUSG00000115247.2	processed_pseudogene	Gm6201	MGI:3779571
Female	Spleen	ENSMUSG00000115373	7.958325586157328	2.924846066240135	1.5449561901039002	1.893157932228121	0.058336869923867614	0.9997734780152863	chr14	45510707	45512180	1474	+	ENSMUSG00000115373.2	lncRNA	Gm49194	MGI:6118637
Female	Spleen	ENSMUSG00000115658	10.36908420906494	2.0480474984237826	1.3886504264265846	1.474847419803143	0.1402535691352764	0.9997734780152863	chr14	114546132	114548235	2104	-	ENSMUSG00000115658.2	processed_pseudogene	Gm19829	MGI:5012014
Female	Spleen	ENSMUSG00000116719	7.00540929044838	2.688176648919197	1.6217294912257254	1.6575986707175412	0.09739849816455017	0.9997734780152863	chr17	6407088	6462109	55022	-	ENSMUSG00000116719.2	lncRNA	Gm29719	MGI:5588878
Female	Spleen	ENSMUSG00000116852	11.045286885889938	2.019605201451869	1.1710292596132488	1.7246411094107725	0.08459217006124223	0.9997734780152863	chr17	3607754	3610141	2388	+	ENSMUSG00000116852.3	lncRNA	1700102H20Rik	MGI:1915480
Female	Spleen	ENSMUSG00000117870	7.752408140550655	2.3151028058911316	1.5261415743065352	1.516964641332894	0.12927561151509698	0.9997734780152863	chr18	81671061	81680962	9902	-	ENSMUSG00000117870.2	lncRNA	Gm41792	MGI:5624677
Female	Spleen	ENSMUSG00000118315	13.146156408664131	2.3273427505155238	1.116818285917417	2.083904588474493	0.037168846899343064	0.9997734780152863	chr18	40569864	40572790	2927	-	ENSMUSG00000118315.2	lncRNA	Gm31019	MGI:5590178
Female	Spleen	ENSMUSG00000120170	7.898974603027218	2.208547737546975	1.4190519748079378	1.5563543666861757	0.1196238500688238	0.9997734780152863	chr5	76177028	76178133	1106	+	ENSMUSG00000120170.1	lncRNA	ENSMUSG00000120170	NA
Female	Spleen	ENSMUSG00000120282	7.729075467947981	2.042365743659047	1.3949674660314668	1.4640956103939535	0.14316782649504795	0.9997734780152863	chr15	9354830	9357201	2372	-	ENSMUSG00000120282.1	lncRNA	ENSMUSG00000120282	NA
Female	Spleen	ENSMUSG00000120639	7.037715802001944	2.7251396693579406	1.6180446801615083	1.6842178110223294	0.09213958231990803	0.9997734780152863	chr5	64645201	64646875	1675	+	ENSMUSG00000120639.1	lncRNA	ENSMUSG00000120639	NA
Female	Spleen	ENSMUSG00000121436	10.259872366371159	2.045088374434945	1.3635622155168277	1.4998130273504244	0.13366284182578952	0.9997734780152863	chr1	173967974	173970820	2847	+	ENSMUSG00000121436.1	lncRNA	ENSMUSG00000121436	NA
Female	Spleen	ENSMUSG00000121502	10.633677216305573	2.1952297456487297	1.356584595410235	1.6182033564850309	0.10561877975485688	0.9997734780152863	chr7	39098907	39127142	28236	+	ENSMUSG00000121502.1	lncRNA	ENSMUSG00000121502	NA
Male	WBC	ENSMUSG00000083773	137.15656710291358	4.235941898487806	1.0713886859835904	3.953692953737879	7.695415114866403e-5	0.002244693393505646	chr2	28823622	28824621	1000	-	ENSMUSG00000083773.5	processed_pseudogene	Gm13394	MGI:3651848
Male	WBC	ENSMUSG00000091957	63.651061314174065	3.0649746478213404	0.9218347644789993	3.324863376739319	8.84618726341391e-4	0.014811354410569473	chr18	61392079	61393059	981	-	ENSMUSG00000091957.5	transcribed_processed_pseudogene	Rps2-ps10	MGI:3645604
Male	WBC	ENSMUSG00000101939	1050.432905564735	2.384241611599051	0.7435030740825058	3.2067676580103472	0.0013423536432325379	0.02019922625054676	chr1	24651856	24652200	345	-	ENSMUSG00000101939.2	unprocessed_pseudogene	Gm28438	MGI:5579144
Male	WBC	ENSMUSG00000100801	107.55769641931724	3.095813261272978	1.0818172705559663	2.861678534381302	0.004214040878095953	0.04544811122670258	chr5	5831615	5833555	1941	-	ENSMUSG00000100801.2	processed_pseudogene	Gm15459	MGI:3705702
Male	WBC	ENSMUSG00000121559	12.558417166347455	2.3100613682349036	0.8935861622465646	2.585157946523231	0.009733439741776975	0.07888429274886702	chrY	57117788	57124334	6547	+	ENSMUSG00000121559.1	unprocessed_pseudogene	ENSMUSG00000121559	NA
Male	WBC	ENSMUSG00000044633	10.46701792880424	2.2691883971765474	1.1654852407084713	1.946990247424464	0.0515359039001125	0.2285586970952992	chr10	99134750	99258909	124160	+	ENSMUSG00000044633.5	lncRNA	B530045E10Rik	MGI:2445145
Female	WBC	ENSMUSG00000100009	18.74482779610916	2.209873235809002	0.8005370962330179	2.760488234970886	0.005771503673546254	0.24686099001802725	chr1	98517242	98535109	17868	+	ENSMUSG00000100009.7	lncRNA	Gm7967	MGI:3644984
Male	WBC	ENSMUSG00000060419	36.114279061902906	2.261154670103604	1.7313180350027222	1.306030795260588	0.19154208529621253	0.47286952307502467	chr5	129205141	129205581	441	-	ENSMUSG00000060419.9	processed_pseudogene	Rps16-ps2	MGI:3704259
